"REF_DATE","GEO","Educational.attainment.level","Age.group","Sex","UOM","VALUE"
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary","Total, 25 to 64 years","Male","Percent",20.5
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary and post-secondary non-tertiary","25 to 44 years","Both sexes","Percent",41.5
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary and post-secondary non-tertiary","25 to 44 years","Female","Percent",38.5
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary and post-secondary non-tertiary","25 to 44 years","Male","Percent",44.5
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary and post-secondary non-tertiary","45 to 64 years","Both sexes","Percent",43
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary and post-secondary non-tertiary","45 to 64 years","Female","Percent",41
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary and post-secondary non-tertiary","45 to 64 years","Male","Percent",44.5
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes","Percent",21
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female","Percent",20
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male","Percent",22.5
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary or above","25 to 44 years","Both sexes","Percent",80.5
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary or above","25 to 44 years","Female","Percent",82
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary or above","25 to 44 years","Male","Percent",79
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary or above","45 to 64 years","Both sexes","Percent",70
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary or above","45 to 64 years","Female","Percent",69
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary or above","45 to 64 years","Male","Percent",71.5
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary or above","Total, 25 to 64 years","Both sexes","Percent",38
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary or above","Total, 25 to 64 years","Female","Percent",38
2014,"Organisation for Economic Co-operation and Development (OECD) - average","Upper secondary or above","Total, 25 to 64 years","Male","Percent",38
2014,"Prince Edward Island","Bachelor's level","25 to 44 years","Both sexes","Percent",21
2014,"Prince Edward Island","Bachelor's level","25 to 44 years","Female","Percent",26.5
2014,"Prince Edward Island","Bachelor's level","25 to 44 years","Male","Percent",15
2014,"Prince Edward Island","Bachelor's level","45 to 64 years","Both sexes","Percent",12
2014,"Prince Edward Island","Bachelor's level","45 to 64 years","Female","Percent",12
2014,"Prince Edward Island","Bachelor's level","45 to 64 years","Male","Percent",11.5
2014,"Prince Edward Island","Bachelor's level","Total, 25 to 64 years","Both sexes","Percent",8
2014,"Prince Edward Island","Bachelor's level","Total, 25 to 64 years","Female","Percent",9
2014,"Prince Edward Island","Bachelor's level","Total, 25 to 64 years","Male","Percent",6.5
2014,"Prince Edward Island","Below upper secondary","25 to 44 years","Both sexes","Percent",7
2014,"Prince Edward Island","Below upper secondary","25 to 44 years","Female","Percent",4.5
2014,"Prince Edward Island","Below upper secondary","25 to 44 years","Male","Percent",9.5
2014,"Prince Edward Island","Below upper secondary","45 to 64 years","Both sexes","Percent",17
2014,"Prince Edward Island","Below upper secondary","45 to 64 years","Female","Percent",12
2014,"Prince Edward Island","Below upper secondary","45 to 64 years","Male","Percent",22
2014,"Prince Edward Island","Below upper secondary","Total, 25 to 64 years","Both sexes","Percent",6.5
2014,"Prince Edward Island","Below upper secondary","Total, 25 to 64 years","Female","Percent",4.5
2014,"Prince Edward Island","Below upper secondary","Total, 25 to 64 years","Male","Percent",8.5
2014,"Prince Edward Island","Lower secondary","25 to 44 years","Both sexes","Percent",5.5
2014,"Prince Edward Island","Lower secondary","25 to 44 years","Female","Percent",3
2014,"Prince Edward Island","Lower secondary","25 to 44 years","Male","Percent",7.5
2014,"Prince Edward Island","Lower secondary","45 to 64 years","Both sexes","Percent",12
2014,"Prince Edward Island","Lower secondary","45 to 64 years","Female","Percent",10
2014,"Prince Edward Island","Lower secondary","45 to 64 years","Male","Percent",14.5
2014,"Prince Edward Island","Lower secondary","Total, 25 to 64 years","Both sexes","Percent",4.5
2014,"Prince Edward Island","Lower secondary","Total, 25 to 64 years","Female","Percent",3.5
2014,"Prince Edward Island","Lower secondary","Total, 25 to 64 years","Male","Percent",6
2014,"Prince Edward Island","Master's or Doctoral level","25 to 44 years","Both sexes","Percent",7.5
2014,"Prince Edward Island","Master's or Doctoral level","25 to 44 years","Female","Percent",9
2014,"Prince Edward Island","Master's or Doctoral level","25 to 44 years","Male","Percent",6
2014,"Prince Edward Island","Master's or Doctoral level","45 to 64 years","Both sexes","Percent",7
2014,"Prince Edward Island","Master's or Doctoral level","45 to 64 years","Female","Percent",6.5
2014,"Prince Edward Island","Master's or Doctoral level","45 to 64 years","Male","Percent",7.5
2014,"Prince Edward Island","Master's or Doctoral level","Total, 25 to 64 years","Both sexes","Percent",3.5
2014,"Prince Edward Island","Master's or Doctoral level","Total, 25 to 64 years","Female","Percent",4
2014,"Prince Edward Island","Master's or Doctoral level","Total, 25 to 64 years","Male","Percent",3.5
2014,"Prince Edward Island","Post-secondary non-tertiary education","25 to 44 years","Both sexes","Percent",6.5
2014,"Prince Edward Island","Post-secondary non-tertiary education","25 to 44 years","Female","Percent",3
2014,"Prince Edward Island","Post-secondary non-tertiary education","25 to 44 years","Male","Percent",10.5
2014,"Prince Edward Island","Post-secondary non-tertiary education","45 to 64 years","Both sexes","Percent",9.5
2014,"Prince Edward Island","Post-secondary non-tertiary education","45 to 64 years","Female","Percent",6
2014,"Prince Edward Island","Post-secondary non-tertiary education","45 to 64 years","Male","Percent",13
2014,"Prince Edward Island","Post-secondary non-tertiary education","Total, 25 to 64 years","Both sexes","Percent",4
2014,"Prince Edward Island","Post-secondary non-tertiary education","Total, 25 to 64 years","Female","Percent",2.5
2014,"Prince Edward Island","Post-secondary non-tertiary education","Total, 25 to 64 years","Male","Percent",6
2014,"Prince Edward Island","Pre-primary and primary","25 to 44 years","Both sexes","Percent",NA
2014,"Prince Edward Island","Pre-primary and primary","25 to 44 years","Female","Percent",NA
2014,"Prince Edward Island","Pre-primary and primary","25 to 44 years","Male","Percent",NA
2014,"Prince Edward Island","Pre-primary and primary","45 to 64 years","Both sexes","Percent",5
2014,"Prince Edward Island","Pre-primary and primary","45 to 64 years","Female","Percent",NA
2014,"Prince Edward Island","Pre-primary and primary","45 to 64 years","Male","Percent",7.5
2014,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Both sexes","Percent",1.5
2014,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Female","Percent",1
2014,"Prince Edward Island","Pre-primary and primary","Total, 25 to 64 years","Male","Percent",2.5
2014,"Prince Edward Island","Short-cycle tertiary","25 to 44 years","Both sexes","Percent",31.5
2014,"Prince Edward Island","Short-cycle tertiary","25 to 44 years","Female","Percent",36
2014,"Prince Edward Island","Short-cycle tertiary","25 to 44 years","Male","Percent",26.5
2014,"Prince Edward Island","Short-cycle tertiary","45 to 64 years","Both sexes","Percent",28
2014,"Prince Edward Island","Short-cycle tertiary","45 to 64 years","Female","Percent",37
2014,"Prince Edward Island","Short-cycle tertiary","45 to 64 years","Male","Percent",18
2014,"Prince Edward Island","Short-cycle tertiary","Total, 25 to 64 years","Both sexes","Percent",14.5
2014,"Prince Edward Island","Short-cycle tertiary","Total, 25 to 64 years","Female","Percent",18.5
2014,"Prince Edward Island","Short-cycle tertiary","Total, 25 to 64 years","Male","Percent",11
2014,"Prince Edward Island","Tertiary education","25 to 44 years","Both sexes","Percent",60
2014,"Prince Edward Island","Tertiary education","25 to 44 years","Female","Percent",71.5
2014,"Prince Edward Island","Tertiary education","25 to 44 years","Male","Percent",47.5
2014,"Prince Edward Island","Tertiary education","45 to 64 years","Both sexes","Percent",46.5
2014,"Prince Edward Island","Tertiary education","45 to 64 years","Female","Percent",56
2014,"Prince Edward Island","Tertiary education","45 to 64 years","Male","Percent",36.5
2014,"Prince Edward Island","Tertiary education","Total, 25 to 64 years","Both sexes","Percent",26
2014,"Prince Edward Island","Tertiary education","Total, 25 to 64 years","Female","Percent",31.5
2014,"Prince Edward Island","Tertiary education","Total, 25 to 64 years","Male","Percent",20.5
2014,"Prince Edward Island","Total, all levels","25 to 44 years","Both sexes","Percent",100
2014,"Prince Edward Island","Total, all levels","25 to 44 years","Female","Percent",100
2014,"Prince Edward Island","Total, all levels","25 to 44 years","Male","Percent",100
2014,"Prince Edward Island","Total, all levels","45 to 64 years","Both sexes","Percent",100
2014,"Prince Edward Island","Total, all levels","45 to 64 years","Female","Percent",100
2014,"Prince Edward Island","Total, all levels","45 to 64 years","Male","Percent",100
2014,"Prince Edward Island","Total, all levels","Total, 25 to 64 years","Both sexes","Percent",50
2014,"Prince Edward Island","Total, all levels","Total, 25 to 64 years","Female","Percent",50
2014,"Prince Edward Island","Total, all levels","Total, 25 to 64 years","Male","Percent",50
2014,"Prince Edward Island","Upper secondary","25 to 44 years","Both sexes","Percent",27
2014,"Prince Edward Island","Upper secondary","25 to 44 years","Female","Percent",21
2014,"Prince Edward Island","Upper secondary","25 to 44 years","Male","Percent",32.5
2014,"Prince Edward Island","Upper secondary","45 to 64 years","Both sexes","Percent",27
2014,"Prince Edward Island","Upper secondary","45 to 64 years","Female","Percent",26
2014,"Prince Edward Island","Upper secondary","45 to 64 years","Male","Percent",28.5
2014,"Prince Edward Island","Upper secondary","Total, 25 to 64 years","Both sexes","Percent",13.5
2014,"Prince Edward Island","Upper secondary","Total, 25 to 64 years","Female","Percent",12
2014,"Prince Edward Island","Upper secondary","Total, 25 to 64 years","Male","Percent",15
2014,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","25 to 44 years","Both sexes","Percent",33
2014,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","25 to 44 years","Female","Percent",24
2014,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","25 to 44 years","Male","Percent",43
2014,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","45 to 64 years","Both sexes","Percent",36.5
2014,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","45 to 64 years","Female","Percent",32
2014,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","45 to 64 years","Male","Percent",42
2014,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes","Percent",17.5
2014,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female","Percent",14
2014,"Prince Edward Island","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male","Percent",21
2014,"Prince Edward Island","Upper secondary or above","25 to 44 years","Both sexes","Percent",93
2014,"Prince Edward Island","Upper secondary or above","25 to 44 years","Female","Percent",95.5
2014,"Prince Edward Island","Upper secondary or above","25 to 44 years","Male","Percent",90.5
2014,"Prince Edward Island","Upper secondary or above","45 to 64 years","Both sexes","Percent",83
2014,"Prince Edward Island","Upper secondary or above","45 to 64 years","Female","Percent",88
2014,"Prince Edward Island","Upper secondary or above","45 to 64 years","Male","Percent",78
2014,"Prince Edward Island","Upper secondary or above","Total, 25 to 64 years","Both sexes","Percent",43.5
2014,"Prince Edward Island","Upper secondary or above","Total, 25 to 64 years","Female","Percent",45.5
2014,"Prince Edward Island","Upper secondary or above","Total, 25 to 64 years","Male","Percent",41.5
2014,"Quebec","Bachelor's level","25 to 44 years","Both sexes","Percent",23
2014,"Quebec","Bachelor's level","25 to 44 years","Female","Percent",27
2014,"Quebec","Bachelor's level","25 to 44 years","Male","Percent",19
2014,"Quebec","Bachelor's level","45 to 64 years","Both sexes","Percent",14
2014,"Quebec","Bachelor's level","45 to 64 years","Female","Percent",14
2014,"Quebec","Bachelor's level","45 to 64 years","Male","Percent",14.5
2014,"Quebec","Bachelor's level","Total, 25 to 64 years","Both sexes","Percent",9
2014,"Quebec","Bachelor's level","Total, 25 to 64 years","Female","Percent",10
2014,"Quebec","Bachelor's level","Total, 25 to 64 years","Male","Percent",8.5
2014,"Quebec","Below upper secondary","25 to 44 years","Both sexes","Percent",9.5
2014,"Quebec","Below upper secondary","25 to 44 years","Female","Percent",7
2014,"Quebec","Below upper secondary","25 to 44 years","Male","Percent",12
2014,"Quebec","Below upper secondary","45 to 64 years","Both sexes","Percent",15.5
2014,"Quebec","Below upper secondary","45 to 64 years","Female","Percent",15
2014,"Quebec","Below upper secondary","45 to 64 years","Male","Percent",16.5
2014,"Quebec","Below upper secondary","Total, 25 to 64 years","Both sexes","Percent",6.5
2014,"Quebec","Below upper secondary","Total, 25 to 64 years","Female","Percent",5.5
2014,"Quebec","Below upper secondary","Total, 25 to 64 years","Male","Percent",7
2014,"Quebec","Lower secondary","25 to 44 years","Both sexes","Percent",6.5
2014,"Quebec","Lower secondary","25 to 44 years","Female","Percent",5
2014,"Quebec","Lower secondary","25 to 44 years","Male","Percent",8.5
2014,"Quebec","Lower secondary","45 to 64 years","Both sexes","Percent",10
2014,"Quebec","Lower secondary","45 to 64 years","Female","Percent",10
2014,"Quebec","Lower secondary","45 to 64 years","Male","Percent",10.5
2014,"Quebec","Lower secondary","Total, 25 to 64 years","Both sexes","Percent",4.5
2014,"Quebec","Lower secondary","Total, 25 to 64 years","Female","Percent",3.5
2014,"Quebec","Lower secondary","Total, 25 to 64 years","Male","Percent",5
2014,"Quebec","Master's or Doctoral level","25 to 44 years","Both sexes","Percent",9.5
2014,"Quebec","Master's or Doctoral level","25 to 44 years","Female","Percent",10.5
2014,"Quebec","Master's or Doctoral level","25 to 44 years","Male","Percent",8.5
2014,"Quebec","Master's or Doctoral level","45 to 64 years","Both sexes","Percent",7
2014,"Quebec","Master's or Doctoral level","45 to 64 years","Female","Percent",6
2014,"Quebec","Master's or Doctoral level","45 to 64 years","Male","Percent",7.5
2014,"Quebec","Master's or Doctoral level","Total, 25 to 64 years","Both sexes","Percent",4
2014,"Quebec","Master's or Doctoral level","Total, 25 to 64 years","Female","Percent",4
2014,"Quebec","Master's or Doctoral level","Total, 25 to 64 years","Male","Percent",4
2014,"Quebec","Post-secondary non-tertiary education","25 to 44 years","Both sexes","Percent",18.5
2014,"Quebec","Post-secondary non-tertiary education","25 to 44 years","Female","Percent",14.5
2014,"Quebec","Post-secondary non-tertiary education","25 to 44 years","Male","Percent",22
2014,"Quebec","Post-secondary non-tertiary education","45 to 64 years","Both sexes","Percent",17.5
2014,"Quebec","Post-secondary non-tertiary education","45 to 64 years","Female","Percent",15
2014,"Quebec","Post-secondary non-tertiary education","45 to 64 years","Male","Percent",19
2014,"Quebec","Post-secondary non-tertiary education","Total, 25 to 64 years","Both sexes","Percent",9
2014,"Quebec","Post-secondary non-tertiary education","Total, 25 to 64 years","Female","Percent",7.5
2014,"Quebec","Post-secondary non-tertiary education","Total, 25 to 64 years","Male","Percent",10
2014,"Quebec","Pre-primary and primary","25 to 44 years","Both sexes","Percent",3
2014,"Quebec","Pre-primary and primary","25 to 44 years","Female","Percent",2.5
2014,"Quebec","Pre-primary and primary","25 to 44 years","Male","Percent",3.5
2014,"Quebec","Pre-primary and primary","45 to 64 years","Both sexes","Percent",5.5
2014,"Quebec","Pre-primary and primary","45 to 64 years","Female","Percent",5
2014,"Quebec","Pre-primary and primary","45 to 64 years","Male","Percent",5.5
2014,"Quebec","Pre-primary and primary","Total, 25 to 64 years","Both sexes","Percent",2
2014,"Quebec","Pre-primary and primary","Total, 25 to 64 years","Female","Percent",2
2014,"Quebec","Pre-primary and primary","Total, 25 to 64 years","Male","Percent",2.5
2014,"Quebec","Short-cycle tertiary","25 to 44 years","Both sexes","Percent",24
2014,"Quebec","Short-cycle tertiary","25 to 44 years","Female","Percent",27.5
2014,"Quebec","Short-cycle tertiary","25 to 44 years","Male","Percent",21.5
2014,"Quebec","Short-cycle tertiary","45 to 64 years","Both sexes","Percent",23
2014,"Quebec","Short-cycle tertiary","45 to 64 years","Female","Percent",25.5
2014,"Quebec","Short-cycle tertiary","45 to 64 years","Male","Percent",20.5
2014,"Quebec","Short-cycle tertiary","Total, 25 to 64 years","Both sexes","Percent",12
2014,"Quebec","Short-cycle tertiary","Total, 25 to 64 years","Female","Percent",13
2014,"Quebec","Short-cycle tertiary","Total, 25 to 64 years","Male","Percent",10.5
2014,"Quebec","Tertiary education","25 to 44 years","Both sexes","Percent",57
2014,"Quebec","Tertiary education","25 to 44 years","Female","Percent",65
2014,"Quebec","Tertiary education","25 to 44 years","Male","Percent",48.5
2014,"Quebec","Tertiary education","45 to 64 years","Both sexes","Percent",43.5
2014,"Quebec","Tertiary education","45 to 64 years","Female","Percent",45
2014,"Quebec","Tertiary education","45 to 64 years","Male","Percent",42.5
2014,"Quebec","Tertiary education","Total, 25 to 64 years","Both sexes","Percent",25
2014,"Quebec","Tertiary education","Total, 25 to 64 years","Female","Percent",27
2014,"Quebec","Tertiary education","Total, 25 to 64 years","Male","Percent",22.5
2014,"Quebec","Total, all levels","25 to 44 years","Both sexes","Percent",100
2014,"Quebec","Total, all levels","25 to 44 years","Female","Percent",100
2014,"Quebec","Total, all levels","25 to 44 years","Male","Percent",100
2014,"Quebec","Total, all levels","45 to 64 years","Both sexes","Percent",100
2014,"Quebec","Total, all levels","45 to 64 years","Female","Percent",100
2014,"Quebec","Total, all levels","45 to 64 years","Male","Percent",100
2014,"Quebec","Total, all levels","Total, 25 to 64 years","Both sexes","Percent",50
2014,"Quebec","Total, all levels","Total, 25 to 64 years","Female","Percent",50
2014,"Quebec","Total, all levels","Total, 25 to 64 years","Male","Percent",50
2014,"Quebec","Upper secondary","25 to 44 years","Both sexes","Percent",15.5
2014,"Quebec","Upper secondary","25 to 44 years","Female","Percent",13
2014,"Quebec","Upper secondary","25 to 44 years","Male","Percent",17.5
2014,"Quebec","Upper secondary","45 to 64 years","Both sexes","Percent",23.5
2014,"Quebec","Upper secondary","45 to 64 years","Female","Percent",24.5
2014,"Quebec","Upper secondary","45 to 64 years","Male","Percent",22
2014,"Quebec","Upper secondary","Total, 25 to 64 years","Both sexes","Percent",10
2014,"Quebec","Upper secondary","Total, 25 to 64 years","Female","Percent",9.5
2014,"Quebec","Upper secondary","Total, 25 to 64 years","Male","Percent",10
2014,"Quebec","Upper secondary and post-secondary non-tertiary","25 to 44 years","Both sexes","Percent",34
2014,"Quebec","Upper secondary and post-secondary non-tertiary","25 to 44 years","Female","Percent",28
2014,"Quebec","Upper secondary and post-secondary non-tertiary","25 to 44 years","Male","Percent",39.5
2014,"Quebec","Upper secondary and post-secondary non-tertiary","45 to 64 years","Both sexes","Percent",40.5
2014,"Quebec","Upper secondary and post-secondary non-tertiary","45 to 64 years","Female","Percent",40.5
2014,"Quebec","Upper secondary and post-secondary non-tertiary","45 to 64 years","Male","Percent",41
2014,"Quebec","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes","Percent",18.5
2014,"Quebec","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female","Percent",17
2014,"Quebec","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male","Percent",20
2014,"Quebec","Upper secondary or above","25 to 44 years","Both sexes","Percent",90.5
2014,"Quebec","Upper secondary or above","25 to 44 years","Female","Percent",93
2014,"Quebec","Upper secondary or above","25 to 44 years","Male","Percent",88
2014,"Quebec","Upper secondary or above","45 to 64 years","Both sexes","Percent",84.5
2014,"Quebec","Upper secondary or above","45 to 64 years","Female","Percent",85
2014,"Quebec","Upper secondary or above","45 to 64 years","Male","Percent",83.5
2014,"Quebec","Upper secondary or above","Total, 25 to 64 years","Both sexes","Percent",43.5
2014,"Quebec","Upper secondary or above","Total, 25 to 64 years","Female","Percent",44.5
2014,"Quebec","Upper secondary or above","Total, 25 to 64 years","Male","Percent",43
2014,"Saskatchewan","Bachelor's level","25 to 44 years","Both sexes","Percent",23
2014,"Saskatchewan","Bachelor's level","25 to 44 years","Female","Percent",27
2014,"Saskatchewan","Bachelor's level","25 to 44 years","Male","Percent",18.5
2014,"Saskatchewan","Bachelor's level","45 to 64 years","Both sexes","Percent",13.5
2014,"Saskatchewan","Bachelor's level","45 to 64 years","Female","Percent",15
2014,"Saskatchewan","Bachelor's level","45 to 64 years","Male","Percent",12.5
2014,"Saskatchewan","Bachelor's level","Total, 25 to 64 years","Both sexes","Percent",9
2014,"Saskatchewan","Bachelor's level","Total, 25 to 64 years","Female","Percent",10.5
2014,"Saskatchewan","Bachelor's level","Total, 25 to 64 years","Male","Percent",8
2014,"Saskatchewan","Below upper secondary","25 to 44 years","Both sexes","Percent",7.5
2014,"Saskatchewan","Below upper secondary","25 to 44 years","Female","Percent",6
2014,"Saskatchewan","Below upper secondary","25 to 44 years","Male","Percent",9
2014,"Saskatchewan","Below upper secondary","45 to 64 years","Both sexes","Percent",15.5
2014,"Saskatchewan","Below upper secondary","45 to 64 years","Female","Percent",11
2014,"Saskatchewan","Below upper secondary","45 to 64 years","Male","Percent",19
2014,"Saskatchewan","Below upper secondary","Total, 25 to 64 years","Both sexes","Percent",5.5
2014,"Saskatchewan","Below upper secondary","Total, 25 to 64 years","Female","Percent",4
2014,"Saskatchewan","Below upper secondary","Total, 25 to 64 years","Male","Percent",7
2014,"Saskatchewan","Lower secondary","25 to 44 years","Both sexes","Percent",6
2014,"Saskatchewan","Lower secondary","25 to 44 years","Female","Percent",5
2014,"Saskatchewan","Lower secondary","25 to 44 years","Male","Percent",7.5
2014,"Saskatchewan","Lower secondary","45 to 64 years","Both sexes","Percent",12.5
2014,"Saskatchewan","Lower secondary","45 to 64 years","Female","Percent",8.5
2014,"Saskatchewan","Lower secondary","45 to 64 years","Male","Percent",16
2014,"Saskatchewan","Lower secondary","Total, 25 to 64 years","Both sexes","Percent",4.5
2014,"Saskatchewan","Lower secondary","Total, 25 to 64 years","Female","Percent",3.5
2014,"Saskatchewan","Lower secondary","Total, 25 to 64 years","Male","Percent",6
2014,"Saskatchewan","Master's or Doctoral level","25 to 44 years","Both sexes","Percent",6.5
2014,"Saskatchewan","Master's or Doctoral level","25 to 44 years","Female","Percent",6.5
2014,"Saskatchewan","Master's or Doctoral level","25 to 44 years","Male","Percent",6.5
2014,"Saskatchewan","Master's or Doctoral level","45 to 64 years","Both sexes","Percent",5
2014,"Saskatchewan","Master's or Doctoral level","45 to 64 years","Female","Percent",4.5
2014,"Saskatchewan","Master's or Doctoral level","45 to 64 years","Male","Percent",5.5
2014,"Saskatchewan","Master's or Doctoral level","Total, 25 to 64 years","Both sexes","Percent",3
2014,"Saskatchewan","Master's or Doctoral level","Total, 25 to 64 years","Female","Percent",2.5
2014,"Saskatchewan","Master's or Doctoral level","Total, 25 to 64 years","Male","Percent",3
2014,"Saskatchewan","Post-secondary non-tertiary education","25 to 44 years","Both sexes","Percent",16.5
2014,"Saskatchewan","Post-secondary non-tertiary education","25 to 44 years","Female","Percent",11
2014,"Saskatchewan","Post-secondary non-tertiary education","25 to 44 years","Male","Percent",21.5
2014,"Saskatchewan","Post-secondary non-tertiary education","45 to 64 years","Both sexes","Percent",16.5
2014,"Saskatchewan","Post-secondary non-tertiary education","45 to 64 years","Female","Percent",11.5
2014,"Saskatchewan","Post-secondary non-tertiary education","45 to 64 years","Male","Percent",21
2014,"Saskatchewan","Post-secondary non-tertiary education","Total, 25 to 64 years","Both sexes","Percent",8
2014,"Saskatchewan","Post-secondary non-tertiary education","Total, 25 to 64 years","Female","Percent",5.5
2014,"Saskatchewan","Post-secondary non-tertiary education","Total, 25 to 64 years","Male","Percent",10.5
2014,"Saskatchewan","Pre-primary and primary","25 to 44 years","Both sexes","Percent",1.5
2014,"Saskatchewan","Pre-primary and primary","25 to 44 years","Female","Percent",1
2014,"Saskatchewan","Pre-primary and primary","25 to 44 years","Male","Percent",1.5
2014,"Saskatchewan","Pre-primary and primary","45 to 64 years","Both sexes","Percent",3
2014,"Saskatchewan","Pre-primary and primary","45 to 64 years","Female","Percent",2.5
2014,"Saskatchewan","Pre-primary and primary","45 to 64 years","Male","Percent",3.5
2014,"Saskatchewan","Pre-primary and primary","Total, 25 to 64 years","Both sexes","Percent",1
2014,"Saskatchewan","Pre-primary and primary","Total, 25 to 64 years","Female","Percent",1
2014,"Saskatchewan","Pre-primary and primary","Total, 25 to 64 years","Male","Percent",1.5
2014,"Saskatchewan","Short-cycle tertiary","25 to 44 years","Both sexes","Percent",17
2014,"Saskatchewan","Short-cycle tertiary","25 to 44 years","Female","Percent",22
2014,"Saskatchewan","Short-cycle tertiary","25 to 44 years","Male","Percent",12.5
2014,"Saskatchewan","Short-cycle tertiary","45 to 64 years","Both sexes","Percent",19
2014,"Saskatchewan","Short-cycle tertiary","45 to 64 years","Female","Percent",27.5
2014,"Saskatchewan","Short-cycle tertiary","45 to 64 years","Male","Percent",10.5
2014,"Saskatchewan","Short-cycle tertiary","Total, 25 to 64 years","Both sexes","Percent",9
2014,"Saskatchewan","Short-cycle tertiary","Total, 25 to 64 years","Female","Percent",12.5
2014,"Saskatchewan","Short-cycle tertiary","Total, 25 to 64 years","Male","Percent",6
2014,"Saskatchewan","Tertiary education","25 to 44 years","Both sexes","Percent",46.5
2014,"Saskatchewan","Tertiary education","25 to 44 years","Female","Percent",56
2014,"Saskatchewan","Tertiary education","25 to 44 years","Male","Percent",37
2014,"Saskatchewan","Tertiary education","45 to 64 years","Both sexes","Percent",38
2014,"Saskatchewan","Tertiary education","45 to 64 years","Female","Percent",47
2014,"Saskatchewan","Tertiary education","45 to 64 years","Male","Percent",28.5
2014,"Saskatchewan","Tertiary education","Total, 25 to 64 years","Both sexes","Percent",21
2014,"Saskatchewan","Tertiary education","Total, 25 to 64 years","Female","Percent",25.5
2014,"Saskatchewan","Tertiary education","Total, 25 to 64 years","Male","Percent",16.5
2014,"Saskatchewan","Total, all levels","25 to 44 years","Both sexes","Percent",100
2014,"Saskatchewan","Total, all levels","25 to 44 years","Female","Percent",100
2014,"Saskatchewan","Total, all levels","25 to 44 years","Male","Percent",100
2014,"Saskatchewan","Total, all levels","45 to 64 years","Both sexes","Percent",100
2014,"Saskatchewan","Total, all levels","45 to 64 years","Female","Percent",100
2014,"Saskatchewan","Total, all levels","45 to 64 years","Male","Percent",100
2014,"Saskatchewan","Total, all levels","Total, 25 to 64 years","Both sexes","Percent",50
2014,"Saskatchewan","Total, all levels","Total, 25 to 64 years","Female","Percent",50
2014,"Saskatchewan","Total, all levels","Total, 25 to 64 years","Male","Percent",50
2014,"Saskatchewan","Upper secondary","25 to 44 years","Both sexes","Percent",29.5
2014,"Saskatchewan","Upper secondary","25 to 44 years","Female","Percent",27.5
2014,"Saskatchewan","Upper secondary","25 to 44 years","Male","Percent",32
2014,"Saskatchewan","Upper secondary","45 to 64 years","Both sexes","Percent",31
2014,"Saskatchewan","Upper secondary","45 to 64 years","Female","Percent",30.5
2014,"Saskatchewan","Upper secondary","45 to 64 years","Male","Percent",31
2014,"Saskatchewan","Upper secondary","Total, 25 to 64 years","Both sexes","Percent",15
2014,"Saskatchewan","Upper secondary","Total, 25 to 64 years","Female","Percent",14.5
2014,"Saskatchewan","Upper secondary","Total, 25 to 64 years","Male","Percent",16
2014,"Saskatchewan","Upper secondary and post-secondary non-tertiary","25 to 44 years","Both sexes","Percent",46
2014,"Saskatchewan","Upper secondary and post-secondary non-tertiary","25 to 44 years","Female","Percent",38
2014,"Saskatchewan","Upper secondary and post-secondary non-tertiary","25 to 44 years","Male","Percent",53.5
2014,"Saskatchewan","Upper secondary and post-secondary non-tertiary","45 to 64 years","Both sexes","Percent",47
