"REF_DATE","GEO","Persons.in.low.income","Low.income.lines","Statistics","UOM","SCALAR_FACTOR","VALUE","STATUS"
2015,"Prince Edward Island","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.2,"D"
2015,"Prince Edward Island","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.1,"E"
2015,"Prince Edward Island","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.3,"D"
2015,"Prince Edward Island","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",35.5,"D"
2015,"Prince Edward Island","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.8,"E"
2015,"Prince Edward Island","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",39.6,"D"
2015,"Prince Edward Island","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",37.9,"D"
2015,"Prince Edward Island","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2015,"Prince Edward Island","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",45.2,"D"
2015,"Prince Edward Island","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",34.3,"E"
2015,"Prince Edward Island","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",33.4,"E"
2015,"Prince Edward Island","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",35.5,"E"
2015,"Nova Scotia","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",17.3,"C"
2015,"Nova Scotia","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",18.1,"D"
2015,"Nova Scotia","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16,"C"
2015,"Nova Scotia","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",20.8,"D"
2015,"Nova Scotia","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",16.2,"C"
2015,"Nova Scotia","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16.4,"E"
2015,"Nova Scotia","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.8,"D"
2015,"Nova Scotia","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",17.1,"D"
2015,"Nova Scotia","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",18.4,"C"
2015,"Nova Scotia","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",20,"E"
2015,"Nova Scotia","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16.3,"D"
2015,"Nova Scotia","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",24,"D"
2015,"Nova Scotia","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.8,"D"
2015,"Nova Scotia","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.9,"D"
2015,"Nova Scotia","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.7,"D"
2015,"Nova Scotia","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.6,"E"
2015,"Nova Scotia","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.8,"E"
2015,"Nova Scotia","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.5,"E"
2015,"Nova Scotia","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",17.8,"D"
2015,"Nova Scotia","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",10.5,"E"
2015,"Nova Scotia","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",46.3,"D"
2015,"Nova Scotia","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2015,"Nova Scotia","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.2,"D"
2015,"Nova Scotia","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.2,"D"
2015,"Nova Scotia","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12,"D"
2015,"Nova Scotia","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",38.1,"C"
2015,"Nova Scotia","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",36.8,"D"
2015,"Nova Scotia","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",39.3,"D"
2015,"Nova Scotia","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",41.7,"D"
2015,"Nova Scotia","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",38.7,"E"
2015,"Nova Scotia","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",43.2,"D"
2015,"Nova Scotia","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",36.6,"D"
2015,"Nova Scotia","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",36.4,"D"
2015,"Nova Scotia","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",36.8,"D"
2015,"New Brunswick","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",17.1,"C"
2015,"New Brunswick","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",18.2,"E"
2015,"New Brunswick","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.7,"C"
2015,"New Brunswick","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",20.5,"D"
2015,"New Brunswick","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",16.7,"C"
2015,"New Brunswick","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",19.3,"E"
2015,"New Brunswick","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.8,"D"
2015,"New Brunswick","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",17.2,"D"
2015,"New Brunswick","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",17.5,"C"
2015,"New Brunswick","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16.9,"E"
2015,"New Brunswick","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.7,"D"
2015,"New Brunswick","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",23.4,"D"
2015,"New Brunswick","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.8,"D"
2015,"New Brunswick","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.4,"D"
2015,"New Brunswick","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.2,"D"
2015,"New Brunswick","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.5,"D"
2015,"New Brunswick","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.8,"D"
2015,"New Brunswick","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.2,"D"
2015,"New Brunswick","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",18.2,"E"
2015,"New Brunswick","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",13.1,"E"
2015,"New Brunswick","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",45.6,"E"
2015,"New Brunswick","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2015,"New Brunswick","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11,"D"
2015,"New Brunswick","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.7,"D"
2015,"New Brunswick","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.2,"D"
2015,"New Brunswick","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",39.1,"C"
2015,"New Brunswick","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",39.4,"D"
2015,"New Brunswick","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",38.9,"D"
2015,"New Brunswick","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",43.1,"D"
2015,"New Brunswick","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",35.2,"E"
2015,"New Brunswick","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",47.4,"D"
2015,"New Brunswick","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",37.3,"D"
2015,"New Brunswick","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",40.5,"D"
2015,"New Brunswick","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",33.6,"D"
2015,"Quebec","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",16.1,"C"
2015,"Quebec","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16,"D"
2015,"Quebec","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.5,"C"
2015,"Quebec","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",18.5,"C"
2015,"Quebec","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",15.3,"C"
2015,"Quebec","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.4,"D"
2015,"Quebec","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.1,"C"
2015,"Quebec","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",15.8,"D"
2015,"Quebec","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",16.9,"C"
2015,"Quebec","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16.5,"E"
2015,"Quebec","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.9,"C"
2015,"Quebec","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",20.8,"C"
2015,"Quebec","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.3,"D"
2015,"Quebec","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.8,"D"
2015,"Quebec","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.7,"D"
2015,"Quebec","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.3,"D"
2015,"Quebec","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.6,"D"
2015,"Quebec","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9,"D"
2015,"Quebec","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",16,"D"
2015,"Quebec","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",13.5,"E"
2015,"Quebec","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",34.4,"E"
2015,"Quebec","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2015,"Quebec","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.6,"D"
2015,"Quebec","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11,"D"
2015,"Quebec","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.1,"D"
2015,"Quebec","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",32.8,"C"
2015,"Quebec","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.1,"C"
2015,"Quebec","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",35.5,"C"
2015,"Quebec","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",37.9,"C"
2015,"Quebec","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",35,"D"
2015,"Quebec","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",39.5,"C"
2015,"Quebec","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.7,"C"
2015,"Quebec","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",28.8,"D"
2015,"Quebec","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",33.1,"D"
2015,"Ontario","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",14.2,"B"
2015,"Ontario","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.6,"D"
2015,"Ontario","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.1,"B"
2015,"Ontario","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",12.7,"C"
2015,"Ontario","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",13.7,"C"
2015,"Ontario","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16.5,"D"
2015,"Ontario","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.7,"C"
2015,"Ontario","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",10.2,"D"
2015,"Ontario","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",14.6,"C"
2015,"Ontario","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.6,"D"
2015,"Ontario","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.5,"C"
2015,"Ontario","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",14.8,"D"
2015,"Ontario","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.5,"C"
2015,"Ontario","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.5,"C"
2015,"Ontario","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.5,"C"
2015,"Ontario","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7,"D"
2015,"Ontario","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6.8,"D"
2015,"Ontario","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.1,"D"
2015,"Ontario","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",15.6,"D"
2015,"Ontario","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",12.8,"D"
2015,"Ontario","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",36.6,"D"
2015,"Ontario","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.2,"E"
2015,"Ontario","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11,"C"
2015,"Ontario","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.6,"C"
2015,"Ontario","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.4,"C"
2015,"Ontario","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.6,"C"
2015,"Ontario","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27,"D"
2015,"Ontario","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",31.9,"C"
2015,"Ontario","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",28.9,"D"
2015,"Ontario","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.5,"D"
2015,"Ontario","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.5,"D"
2015,"Ontario","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.8,"C"
2015,"Ontario","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.3,"D"
2015,"Ontario","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",32.8,"D"
2015,"Prairie provinces","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",9.5,"C"
2015,"Prairie provinces","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.1,"D"
2015,"Prairie provinces","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",8.3,"C"
2015,"Prairie provinces","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",8,"D"
2015,"Prairie provinces","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",9.1,"C"
2015,"Prairie provinces","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.4,"D"
2015,"Prairie provinces","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",8.1,"C"
2015,"Prairie provinces","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",6.3,"D"
2015,"Prairie provinces","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",9.9,"C"
2015,"Prairie provinces","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15,"D"
2015,"Prairie provinces","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",8.4,"C"
2015,"Prairie provinces","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",9.4,"D"
2015,"Prairie provinces","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.6,"C"
2015,"Prairie provinces","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8,"C"
2015,"Prairie provinces","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.1,"C"
2015,"Prairie provinces","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",4.1,"E"
2015,"Prairie provinces","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",3.7,"E"
2015,"Prairie provinces","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",4.5,"E"
2015,"Prairie provinces","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",14.1,"D"
2015,"Prairie provinces","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",10.7,"D"
2015,"Prairie provinces","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",43.3,"D"
2015,"Prairie provinces","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2015,"Prairie provinces","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7,"C"
2015,"Prairie provinces","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6.5,"D"
2015,"Prairie provinces","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.6,"C"
2015,"Prairie provinces","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",15.1,"C"
2015,"Prairie provinces","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",15.2,"D"
2015,"Prairie provinces","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",15,"D"
2015,"Prairie provinces","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",18.5,"D"
2015,"Prairie provinces","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",16.9,"D"
2015,"Prairie provinces","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",19.3,"D"
2015,"Prairie provinces","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",14.1,"D"
2015,"Prairie provinces","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",14.9,"D"
2015,"Prairie provinces","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",13,"D"
2015,"Manitoba","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",16,"C"
2015,"Manitoba","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",23.1,"D"
2015,"Manitoba","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.1,"C"
2015,"Manitoba","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",13.4,"D"
2015,"Manitoba","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",16.4,"C"
2015,"Manitoba","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",26.9,"D"
2015,"Manitoba","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.3,"C"
2015,"Manitoba","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",8.9,"D"
2015,"Manitoba","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",15.6,"C"
2015,"Manitoba","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",19.3,"D"
2015,"Manitoba","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",13.9,"C"
2015,"Manitoba","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",17.2,"D"
2015,"Manitoba","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",14.3,"C"
2015,"Manitoba","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",14.9,"C"
2015,"Manitoba","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.8,"C"
2015,"Manitoba","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.4,"E"
2015,"Manitoba","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",3,"E"
2015,"Manitoba","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.8,"E"
2015,"Manitoba","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",23.2,"D"
2015,"Manitoba","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",18.1,"D"
2015,"Manitoba","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",52.6,"D"
2015,"Manitoba","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",36.1,"E"
2015,"Manitoba","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.4,"C"
2015,"Manitoba","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.1,"D"
2015,"Manitoba","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.7,"C"
2015,"Manitoba","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25.7,"C"
2015,"Manitoba","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",25,"D"
2015,"Manitoba","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",26.5,"D"
2015,"Manitoba","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",33.4,"D"
2015,"Manitoba","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",30.4,"E"
2015,"Manitoba","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",35,"D"
2015,"Manitoba","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",22.6,"D"
2015,"Manitoba","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",23.6,"D"
2015,"Manitoba","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",21.1,"D"
2015,"Saskatchewan","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",12.4,"C"
2015,"Saskatchewan","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",17.8,"D"
2015,"Saskatchewan","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",10.4,"C"
2015,"Saskatchewan","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",12.6,"D"
2015,"Saskatchewan","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",10.9,"D"
2015,"Saskatchewan","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",16.9,"D"
2015,"Saskatchewan","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",8.9,"D"
2015,"Saskatchewan","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",10.3,"E"
2015,"Saskatchewan","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",13.9,"C"
2015,"Saskatchewan","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",18.6,"D"
2015,"Saskatchewan","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12,"C"
2015,"Saskatchewan","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",14.6,"D"
2015,"Saskatchewan","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.3,"D"
2015,"Saskatchewan","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.6,"D"
2015,"Saskatchewan","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.1,"D"
2015,"Saskatchewan","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.8,"E"
2015,"Saskatchewan","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6.6,"E"
2015,"Saskatchewan","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",4.9,"E"
2015,"Saskatchewan","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",17.7,"D"
2015,"Saskatchewan","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",12.5,"D"
2015,"Saskatchewan","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",48,"E"
2015,"Saskatchewan","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2015,"Saskatchewan","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",8.1,"D"
2015,"Saskatchewan","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7,"D"
2015,"Saskatchewan","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",9.2,"D"
2015,"Saskatchewan","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",23.5,"C"
2015,"Saskatchewan","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",18.3,"D"
2015,"Saskatchewan","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",28.9,"D"
2015,"Saskatchewan","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",29.1,"D"
2015,"Saskatchewan","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",24.6,"E"
2015,"Saskatchewan","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",31.3,"D"
2015,"Saskatchewan","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",21.3,"D"
2015,"Saskatchewan","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",16.9,"D"
2015,"Saskatchewan","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",27.4,"D"
